nregistro,nombre,principios_activos,pdf_url
1171173002,LOKELMA 5 G POLVO PARA SUSPENSION ORAL,ciclosilicato sodio y zirconio,https://cima.aemps.es/cima/pdfs/ft/1171173002/FT_1171173002.pdf
51200,LOMPER 100 mg COMPRIMIDOS,mebendazol,https://cima.aemps.es/cima/pdfs/ft/51200/FT_51200.pdf
53775,LOMPER 20 mg/ml SUSPENSION ORAL,mebendazol,https://cima.aemps.es/cima/pdfs/ft/53775/FT_53775.pdf
76047,"LONDEVI 0,15 MG/0,02 MG COMPRIMIDOS EFG",desogestrel + etinilestradiol,https://cima.aemps.es/cima/pdfs/ft/76047/FT_76047.pdf
76003,"LONDEVI 0,15 MG/0,03 MG COMPRIMIDOS EFG",desogestrel + etinilestradiol,https://cima.aemps.es/cima/pdfs/ft/76003/FT_76003.pdf
1130856004,"LONQUEX 6 MG/0,6 ML SOLUCION INYECTABLE",lipegfilgrastim,https://cima.aemps.es/cima/pdfs/ft/1130856004/FT_1130856004.pdf
113856001,Lonquex 6mg solucion inyectable,lipegfilgrastim,https://cima.aemps.es/cima/pdfs/ft/113856001/FT_113856001.pdf
85013,LONRELA 5 MG + 10 MG + 15 MG + 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,memantina,https://cima.aemps.es/cima/pdfs/ft/85013/FT_85013.pdf
87970,LOPERAMIDA AUROVITAS 2 MG CAPSULAS DURAS,loperamida,https://cima.aemps.es/cima/pdfs/ft/87970/FT_87970.pdf
89192,LOPERAMIDA GRINDEKS 2 MG CÁPSULAS DURAS,loperamida,https://cima.aemps.es/cima/pdfs/ft/89192/FT_89192.pdf
88777,LOPERAMIDA OPKO 2 MG CAPSULAS DURAS EFG,loperamida,https://cima.aemps.es/cima/pdfs/ft/88777/FT_88777.pdf
80104,LOPINAVIR/RITONAVIR ACCORD 200 MG/ 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,lopinavir + ritonavir,https://cima.aemps.es/cima/pdfs/ft/80104/FT_80104.pdf
1151067001,LOPINAVIR/RITONAVIR VIATRIS 100 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,lopinavir + ritonavir,https://cima.aemps.es/cima/pdfs/ft/1151067001/FT_1151067001.pdf
1151067006,LOPINAVIR/RITONAVIR VIATRIS 200 MG/50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,lopinavir + ritonavir,https://cima.aemps.es/cima/pdfs/ft/1151067006/FT_1151067006.pdf
56293,LORAMET 1 mg COMPRIMIDOS,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/56293/FT_56293.pdf
58639,LORAMET 2 mg COMPRIMIDOS,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/58639/FT_58639.pdf
64455,LORATADINA ALMUS 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/64455/FT_64455.pdf
63719,LORATADINA ARISTO 10 MG COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/63719/FT_63719.pdf
63984,LORATADINA BEXAL 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/63984/FT_63984.pdf
75118,LORATADINA COMBIX 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/75118/FT_75118.pdf
63903,LORATADINA EDIGEN 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/63903/FT_63903.pdf
72049,LORATADINA FARMALIDER 10 mg CAPSULAS BLANDAS,loratadina,https://cima.aemps.es/cima/pdfs/ft/72049/FT_72049.pdf
63716,LORATADINA KERN PHARMA 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/63716/FT_63716.pdf
64243,LORATADINA NORMON 1 mg/ml JARABE EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/64243/FT_64243.pdf
63784,LORATADINA NORMON 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/63784/FT_63784.pdf
66033,LORATADINA PENSA 10 MG COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/66033/FT_66033.pdf
58554,LORATADINA QUALIGEN 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,loratadina,https://cima.aemps.es/cima/pdfs/ft/58554/FT_58554.pdf
66343,LORATADINA RATIOPHARM 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/66343/FT_66343.pdf
67899,LORATADINA SUN 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/67899/FT_67899.pdf
77719,LORATADINA TARBIS 10 MG COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/77719/FT_77719.pdf
66530,LORATADINA TEVA-RATIOPHARM 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/66530/FT_66530.pdf
63732,LORATADINA VIATRIS 10 MG COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/63732/FT_63732.pdf
64647,LORATADINA VIR 10 mg COMPRIMIDOS EFG,loratadina,https://cima.aemps.es/cima/pdfs/ft/64647/FT_64647.pdf
83683,LORAZEPAM ARISTO 1 MG COMPRIMIDOS BUCODISPERSABLES EFG,lorazepam,https://cima.aemps.es/cima/pdfs/ft/83683/FT_83683.pdf
83681,LORAZEPAM ARISTO 1 MG COMPRIMIDOS EFG,lorazepam,https://cima.aemps.es/cima/pdfs/ft/83681/FT_83681.pdf
83684,"LORAZEPAM ARISTO 2,5 MG COMPRIMIDOS BUCODISPERSABLES EFG",lorazepam,https://cima.aemps.es/cima/pdfs/ft/83684/FT_83684.pdf
83682,"LORAZEPAM ARISTO 2,5 MG COMPRIMIDOS EFG",lorazepam,https://cima.aemps.es/cima/pdfs/ft/83682/FT_83682.pdf
53555,LORAZEPAM KERN PHARMA 1 mg COMPRIMIDOS EFG,lorazepam,https://cima.aemps.es/cima/pdfs/ft/53555/FT_53555.pdf
81245,LORAZEPAM KERN PHARMA 5 MG COMPRIMIDOS EFG,lorazepam,https://cima.aemps.es/cima/pdfs/ft/81245/FT_81245.pdf
88966,LORAZEPAM NORMOGEN 2 MG COMPRIMIDOS EFG,lorazepam,https://cima.aemps.es/cima/pdfs/ft/88966/FT_88966.pdf
68479,LORAZEPAM PENSA 1 mg COMPRIMIDOS EFG,lorazepam,https://cima.aemps.es/cima/pdfs/ft/68479/FT_68479.pdf
68480,LORAZEPAM PENSA 5 mg COMPRIMIDOS EFG,lorazepam,https://cima.aemps.es/cima/pdfs/ft/68480/FT_68480.pdf
55102,LORAZEPAM VIR 1 mg comprimidos,lorazepam,https://cima.aemps.es/cima/pdfs/ft/55102/FT_55102.pdf
83352,LORITOZIN 5 MG COMPRIMIDOS BUCODISPERSABLES EFG,levocetirizina,https://cima.aemps.es/cima/pdfs/ft/83352/FT_83352.pdf
89876,LORMETAZEPAM ALTER 1 MG COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/89876/FT_89876.pdf
89877,LORMETAZEPAM ALTER 2 MG COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/89877/FT_89877.pdf
75704,"LORMETAZEPAM KERN PHARMA 0,5 mg COMPRIMIDOS",lormetazepam,https://cima.aemps.es/cima/pdfs/ft/75704/FT_75704.pdf
73584,LORMETAZEPAM KERN PHARMA 1 mg COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/73584/FT_73584.pdf
73583,LORMETAZEPAM KERN PHARMA 2 mg COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/73583/FT_73583.pdf
79002,"LORMETAZEPAM KOEHLER 0,2 MG/ML SOLUCION INYECTABLE Y PARA PERFUSION EFG",lormetazepam,https://cima.aemps.es/cima/pdfs/ft/79002/FT_79002.pdf
73790,LORMETAZEPAM PENSA 1 mg COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/73790/FT_73790.pdf
73791,LORMETAZEPAM PENSA 2 mg COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/73791/FT_73791.pdf
88831,LORMETAZEPAM TECNIGEN 1 MG COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/88831/FT_88831.pdf
88832,LORMETAZEPAM TECNIGEN 2 MG COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/88832/FT_88832.pdf
68373,LORMETAZEPAM TEVA 1 mg COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/68373/FT_68373.pdf
68374,LORMETAZEPAM TEVA 2 mg COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/68374/FT_68374.pdf
88833,LORMETAZEPAM VIR 1 MG COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/88833/FT_88833.pdf
88834,LORMETAZEPAM VIR 2 MG COMPRIMIDOS EFG,lormetazepam,https://cima.aemps.es/cima/pdfs/ft/88834/FT_88834.pdf
78274,LORNOXICAM RAPID MEIJI 8 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,lornoxicam,https://cima.aemps.es/cima/pdfs/ft/78274/FT_78274.pdf
69762,LOSARTAN / HIDROCLOROTIAZIDA ABABOR 100/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/69762/FT_69762.pdf
69761,"LOSARTAN / HIDROCLOROTIAZIDA ABABOR 50/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/69761/FT_69761.pdf
69012,LOSARTAN ALMUS 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69012/FT_69012.pdf
69011,LOSARTAN ALMUS 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69011/FT_69011.pdf
67943,LOSARTAN ALTER 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/67943/FT_67943.pdf
67945,LOSARTAN ALTER 50 mg COMPRIMIDOS RECUBIERTOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/67945/FT_67945.pdf
69066,LOSARTAN ARISTO 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69066/FT_69066.pdf
69063,LOSARTAN ARISTO 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69063/FT_69063.pdf
79865,LOSARTAN AUROBINDO 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/79865/FT_79865.pdf
79245,LOSARTAN AUROBINDO 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,losartán,https://cima.aemps.es/cima/pdfs/ft/79245/FT_79245.pdf
79246,LOSARTAN AUROBINDO 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/79246/FT_79246.pdf
71952,LOSARTAN AUROVITAS SPAIN 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/71952/FT_71952.pdf
71951,LOSARTAN AUROVITAS SPAIN 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/71951/FT_71951.pdf
81630,LOSARTAN AUROVITAS 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/81630/FT_81630.pdf
81629,LOSARTAN AUROVITAS 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/81629/FT_81629.pdf
67633,LOSARTAN BEXAL 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/67633/FT_67633.pdf
67814,LOSARTAN BEXAL 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/67814/FT_67814.pdf
69176,LOSARTAN FARMALIDER 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69176/FT_69176.pdf
69175,LOSARTAN FARMALIDER 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69175/FT_69175.pdf
68199,LOSARTAN GXMED 100 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68199/FT_68199.pdf
68198,LOSARTAN GXMED 50 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68198/FT_68198.pdf
78673,LOSARTAN HIDROCLOROTIAZIDA ALTER GENERICOS 100MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/78673/FT_78673.pdf
78675,"LOSARTAN HIDROCLOROTIAZIDA ALTER GENERICOS 50 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/78675/FT_78675.pdf
70951,LOSARTAN HIDROCLOROTIAZIDA ARISTO 100/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/70951/FT_70951.pdf
70950,"LOSARTAN HIDROCLOROTIAZIDA ARISTO 50 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/70950/FT_70950.pdf
74708,LOSARTAN /HIDROCLOROTIAZIDA ARISTOGEN 100 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/74708/FT_74708.pdf
74706,"LOSARTAN /HIDROCLOROTIAZIDA ARISTOGEN 50 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/74706/FT_74706.pdf
75379,LOSARTAN/ HIDROCLOROTIAZIDA COMBIX 100 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/75379/FT_75379.pdf
75378,"LOSARTAN/ HIDROCLOROTIAZIDA COMBIX 50 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/75378/FT_75378.pdf
69154,LOSARTAN HIDROCLOROTIAZIDA PENSA 100/ 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/69154/FT_69154.pdf
69153,"LOSARTAN HIDROCLOROTIAZIDA PENSA 50/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/69153/FT_69153.pdf
75776,LOSARTAN HIDROCLOROTIAZIDA VIR 100 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/75776/FT_75776.pdf
75777,"LOSARTAN HIDROCLOROTIAZIDA VIR 50 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/75777/FT_75777.pdf
69757,LOSARTAN KERN PHARMA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69757/FT_69757.pdf
69756,LOSARTAN KERN PHARMA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69756/FT_69756.pdf
69768,LOSARTAN KORHISPANA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69768/FT_69768.pdf
69767,LOSARTAN KORHISPANA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69767/FT_69767.pdf
70613,LOSARTAN KRKA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/70613/FT_70613.pdf
70611,LOSARTAN KRKA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,losartán,https://cima.aemps.es/cima/pdfs/ft/70611/FT_70611.pdf
70609,LOSARTAN KRKA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/70609/FT_70609.pdf
70581,LOSARTAN LICONSA 100 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/70581/FT_70581.pdf
70583,LOSARTAN LICONSA 50 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/70583/FT_70583.pdf
80864,LOSARTAN MABO 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/80864/FT_80864.pdf
80865,LOSARTAN MABO 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/80865/FT_80865.pdf
68154,"LOSARTAN PENSA INICIO 12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán,https://cima.aemps.es/cima/pdfs/ft/68154/FT_68154.pdf
68157,LOSARTAN PENSA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68157/FT_68157.pdf
68155,LOSARTAN PENSA 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,losartán,https://cima.aemps.es/cima/pdfs/ft/68155/FT_68155.pdf
68156,LOSARTAN PENSA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68156/FT_68156.pdf
75430,LOSARTAN PHARMA COMBIX 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/75430/FT_75430.pdf
75429,LOSARTAN PHARMA COMBIX 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/75429/FT_75429.pdf
89363,LOSARTÁN PHARMACLAN 100 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/89363/FT_89363.pdf
89364,LOSARTÁN PHARMACLAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/89364/FT_89364.pdf
68326,LOSARTAN PHARMAGENUS 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68326/FT_68326.pdf
68324,LOSARTAN PHARMAGENUS 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68324/FT_68324.pdf
68911,LOSARTAN QUALIGEN 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68911/FT_68911.pdf
68910,LOSARTAN QUALIGEN 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68910/FT_68910.pdf
69120,LOSARTAN SILANES 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69120/FT_69120.pdf
69119,LOSARTAN SILANES 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69119/FT_69119.pdf
88534,LOSARTAN STADAFARMA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/88534/FT_88534.pdf
88532,LOSARTAN STADAFARMA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,losartán,https://cima.aemps.es/cima/pdfs/ft/88532/FT_88532.pdf
88533,LOSARTAN STADAFARMA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/88533/FT_88533.pdf
69236,LOSARTAN SUN 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69236/FT_69236.pdf
69235,LOSARTAN SUN 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69235/FT_69235.pdf
88107,LOSARTAN TARBIS FARMA 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/88107/FT_88107.pdf
88108,LOSARTAN TARBIS FARMA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/88108/FT_88108.pdf
88109,LOSARTAN TARBIS FARMA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/88109/FT_88109.pdf
68633,LOSARTAN TARBIS 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68633/FT_68633.pdf
68632,LOSARTAN TARBIS 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68632/FT_68632.pdf
78472,LOSARTAN TEVAGEN 12.5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/78472/FT_78472.pdf
79922,LOSARTAN TEVA-RATIO 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/79922/FT_79922.pdf
68944,LOSARTAN TEVA-RATIO 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/68944/FT_68944.pdf
79923,LOSARTAN TEVA-RATIOPHARM 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/79923/FT_79923.pdf
78475,LOSARTAN TEVA-RATIOPHARM 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,losartán,https://cima.aemps.es/cima/pdfs/ft/78475/FT_78475.pdf
78476,LOSARTAN TEVA-RATIOPHARM 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/78476/FT_78476.pdf
68415,"LOSARTAN UR 12,5 mg INICIO COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán,https://cima.aemps.es/cima/pdfs/ft/68415/FT_68415.pdf
67777,LOSARTAN VIATRIS 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/67777/FT_67777.pdf
67779,"LOSARTAN VIATRIS 12,5 MG INICIO COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán,https://cima.aemps.es/cima/pdfs/ft/67779/FT_67779.pdf
67776,LOSARTAN VIATRIS 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/67776/FT_67776.pdf
69143,LOSARTAN VIR 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69143/FT_69143.pdf
69122,LOSARTAN VIR 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán,https://cima.aemps.es/cima/pdfs/ft/69122/FT_69122.pdf
73193,LOSARTAN/HIDROCLOROTIAZIDA ALMUS 100 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/73193/FT_73193.pdf
73192,LOSARTAN/HIDROCLOROTIAZIDA ALMUS 50 mg/12.5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/73192/FT_73192.pdf
78072,"LOSARTAN/HIDROCLOROTIAZIDA AUROVITAS 100 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/78072/FT_78072.pdf
78073,LOSARTAN/HIDROCLOROTIAZIDA AUROVITAS 100 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/78073/FT_78073.pdf
78074,"LOSARTAN/HIDROCLOROTIAZIDA AUROVITAS 50 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/78074/FT_78074.pdf
69966,LOSARTAN/HIDROCLOROTIAZIDA FARMALIDER 100/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/69966/FT_69966.pdf
70194,LOSARTAN/HIDROCLOROTIAZIDA FARMALIDER 100/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/70194/FT_70194.pdf
70193,"LOSARTAN/HIDROCLOROTIAZIDA FARMALIDER 50mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/70193/FT_70193.pdf
69965,"LOSARTAN/HIDROCLOROTIAZIDA FARMALIDER 50/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/69965/FT_69965.pdf
69987,LOSARTAN/HIDROCLOROTIAZIDA KERN PHARMA 100/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/69987/FT_69987.pdf
69986,"LOSARTAN/HIDROCLOROTIAZIDA KERN PHARMA 50/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/69986/FT_69986.pdf
72937,LOSARTAN/HIDROCLOROTIAZIDA KRKA 100 MG/12.5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,losartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/72937/FT_72937.pdf
