nregistro,nombre,principios_activos,pdf_url
79214,"TELMISARTAN/HIDROCLOROTIAZIDA VISO FARMACÉUTICA 40 MG/12,5 MG COMPRIMIDOS EFG",telmisartán + hidroclorotiazida,https://cima.aemps.es/cima/pdfs/ft/79214/FT_79214.pdf
98096015,TEMODAL 100 MG CAPSULAS DURAS,temozolomida,https://cima.aemps.es/cima/pdfs/ft/98096015/FT_98096015.pdf
98096017,TEMODAL 140 MG CAPSULAS DURAS,temozolomida,https://cima.aemps.es/cima/pdfs/ft/98096017/FT_98096017.pdf
98096019,TEMODAL 180 MG CAPSULAS DURAS,temozolomida,https://cima.aemps.es/cima/pdfs/ft/98096019/FT_98096019.pdf
98096013,TEMODAL 20 MG CAPSULAS DURAS,temozolomida,https://cima.aemps.es/cima/pdfs/ft/98096013/FT_98096013.pdf
98096023,"TEMODAL 2,5 MG/ML POLVO PARA SOLUCION PARA PERFUSION",temozolomida,https://cima.aemps.es/cima/pdfs/ft/98096023/FT_98096023.pdf
98096024,TEMODAL 5 MG CAPSULAS DURAS,temozolomida,https://cima.aemps.es/cima/pdfs/ft/98096024/FT_98096024.pdf
110615029,TEMOZOLOMIDA ACCORD 100 mg CAPSULAS DURAS EFG,temozolomida,https://cima.aemps.es/cima/pdfs/ft/110615029/FT_110615029.pdf
115989001,TENKASI 400 MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,oritavancina,https://cima.aemps.es/cima/pdfs/ft/115989001/FT_115989001.pdf
83226,TENOFOVIR DISOPROXILO CIPLA 245 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,tenofovir,https://cima.aemps.es/cima/pdfs/ft/83226/FT_83226.pdf
81738,TENOFOVIR DISOPROXILO DR. REDDYS 245 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,tenofovir,https://cima.aemps.es/cima/pdfs/ft/81738/FT_81738.pdf
82360,TENOFOVIR DISOPROXILO GLENMARK 245 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,tenofovir,https://cima.aemps.es/cima/pdfs/ft/82360/FT_82360.pdf
81635,TENOFOVIR DISOPROXILO SANDOZ 245 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,tenofovir,https://cima.aemps.es/cima/pdfs/ft/81635/FT_81635.pdf
82671,TENOFOVIR DISOPROXILO STADA 245 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,tenofovir,https://cima.aemps.es/cima/pdfs/ft/82671/FT_82671.pdf
56382,TENORETIC 100 mg/25 mg COMPRIMIDOS,atenolol + clortalidona,https://cima.aemps.es/cima/pdfs/ft/56382/FT_56382.pdf
56777,"TENORMIN 0,5 mg/ml SOLUCION INYECTABLE",atenolol,https://cima.aemps.es/cima/pdfs/ft/56777/FT_56777.pdf
56967,TENORMIN 50 mg COMPRIMIDOS,atenolol,https://cima.aemps.es/cima/pdfs/ft/56967/FT_56967.pdf
1231759001,"TEPKINLY 4 MG/0,8 ML CONCENTRADO PARA SOLUCION INYECTABLE",epcoritamab,https://cima.aemps.es/cima/pdfs/ft/1231759001/FT_1231759001.pdf
1231759002,TEPKINLY 48 MG SOLUCION INYECTABLE,epcoritamab,https://cima.aemps.es/cima/pdfs/ft/1231759002/FT_1231759002.pdf
69086,TERAZOSINA CINFA 2 mg COMPRIMIDOS EFG,terazosina,https://cima.aemps.es/cima/pdfs/ft/69086/FT_69086.pdf
69087,TERAZOSINA CINFA 5 mg COMPRIMIDOS EFG,terazosina,https://cima.aemps.es/cima/pdfs/ft/69087/FT_69087.pdf
68278,TERAZOSINA NORMON 5 mg COMPRIMIDOS EFG,terazosina,https://cima.aemps.es/cima/pdfs/ft/68278/FT_68278.pdf
58859,TERBASMIN TURBUHALER 500 microgramos/inhalacion POLVO PARA INHALACION,terbutalina,https://cima.aemps.es/cima/pdfs/ft/58859/FT_58859.pdf
68185,TERBINAFINA NORMON 250 mg COMPRIMIDOS EFG,terbinafina,https://cima.aemps.es/cima/pdfs/ft/68185/FT_68185.pdf
88843,TERIFLUNOMIDA DR REDDYS 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,teriflunomida,https://cima.aemps.es/cima/pdfs/ft/88843/FT_88843.pdf
88466,TERIFLUNOMIDA SANDOZ 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,teriflunomida,https://cima.aemps.es/cima/pdfs/ft/88466/FT_88466.pdf
88254,TERIFLUNOMIDA STADA 14 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,teriflunomida,https://cima.aemps.es/cima/pdfs/ft/88254/FT_88254.pdf
50745,TERMALDINA CODEINA 300 mg/ 15 mg CAPSULAS,paracetamol + codeína,https://cima.aemps.es/cima/pdfs/ft/50745/FT_50745.pdf
82050,"TERMALGIN GRIPE 650 MG/15,58 MG/4 MG GRANULADO PARA SOLUCION ORAL",paracetamol + clorfenamina + fenilefrina,https://cima.aemps.es/cima/pdfs/ft/82050/FT_82050.pdf
78433,TERMALGIN RESFRIADO 500 MG/30 MG POLVO PARA SOLUCION ORAL,paracetamol + pseudoefedrina,https://cima.aemps.es/cima/pdfs/ft/78433/FT_78433.pdf
23203,TERMALGIN 500 mg COMPRIMIDOS,paracetamol,https://cima.aemps.es/cima/pdfs/ft/23203/FT_23203.pdf
43990,TERMALGIN 650 mg COMPRIMIDOS,paracetamol,https://cima.aemps.es/cima/pdfs/ft/43990/FT_43990.pdf
61252,"TERTENSIF RETARD 1,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA DE LIBERACION PROLONGADA",indapamida,https://cima.aemps.es/cima/pdfs/ft/61252/FT_61252.pdf
53338,"TERTENSIF 2,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",indapamida,https://cima.aemps.es/cima/pdfs/ft/53338/FT_53338.pdf
07435014,TESAVEL 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,sitagliptina,https://cima.aemps.es/cima/pdfs/ft/07435014/FT_07435014.pdf
07435015,TESAVEL 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,sitagliptina,https://cima.aemps.es/cima/pdfs/ft/07435015/FT_07435015.pdf
107435002,TESAVEL 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,sitagliptina,https://cima.aemps.es/cima/pdfs/ft/107435002/FT_107435002.pdf
107435008,TESAVEL 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,sitagliptina,https://cima.aemps.es/cima/pdfs/ft/107435008/FT_107435008.pdf
82563,TETRIDAR 20 MICROGRAMOS/80 MICROLITROS SOLUCION INYECTABLE EN PLUMA PRECARGADA,teriparatida,https://cima.aemps.es/cima/pdfs/ft/82563/FT_82563.pdf
1221677001,TEZSPIRE 210 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA,tezepelumab,https://cima.aemps.es/cima/pdfs/ft/1221677001/FT_1221677001.pdf
1221677003,TEZSPIRE 210 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA,tezepelumab,https://cima.aemps.es/cima/pdfs/ft/1221677003/FT_1221677003.pdf
08498003,THYMANAX 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,agomelatina,https://cima.aemps.es/cima/pdfs/ft/08498003/FT_08498003.pdf
78447,"TIBOCINA 2,5 MG COMPRIMIDOS EFG",tibolona,https://cima.aemps.es/cima/pdfs/ft/78447/FT_78447.pdf
63680,TICLOPIDINA CINFA 250 mg COMPRIMIDOS RECUBIERTOS EFG,ticlopidina,https://cima.aemps.es/cima/pdfs/ft/63680/FT_63680.pdf
62323,TICLOPIDINA NORMON 250 mg COMPRIMIDOS RECUBIERTOS EFG,ticlopidina,https://cima.aemps.es/cima/pdfs/ft/62323/FT_62323.pdf
84604,TIGECICLINA NORMON 50 MG POLVO PARA SOLUCION PARA PERFUSION EFG,tigeciclina,https://cima.aemps.es/cima/pdfs/ft/84604/FT_84604.pdf
55237,"TIMOFTOL 2,5 mg/ml COLIRIO EN SOLUCION",timolol,https://cima.aemps.es/cima/pdfs/ft/55237/FT_55237.pdf
55236,TIMOFTOL 5 mg/ml COLIRIO EN SOLUCION,timolol,https://cima.aemps.es/cima/pdfs/ft/55236/FT_55236.pdf
56375,"TIMOLOL SANDOZ 2,5 MG/ML COLIRIO EN SOLUCION EFG",timolol,https://cima.aemps.es/cima/pdfs/ft/56375/FT_56375.pdf
55876,TIMOLOL SANDOZ 5 MG/ML COLIRIO EN SOLUCION EFG,timolol,https://cima.aemps.es/cima/pdfs/ft/55876/FT_55876.pdf
63286,TIORFAN 100 mg CAPSULAS DURAS,racecadotrilo,https://cima.aemps.es/cima/pdfs/ft/63286/FT_63286.pdf
62408,TITANOREIN LIDOCAINA CREMA RECTAL,lidocaína + dióxido titanio + Rodoficea,https://cima.aemps.es/cima/pdfs/ft/62408/FT_62408.pdf
113892003,TIVICAY 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,dolutegravir,https://cima.aemps.es/cima/pdfs/ft/113892003/FT_113892003.pdf
1130892007,TIVICAY 5 MG COMPRIMIDOS DISPERSABLES,dolutegravir,https://cima.aemps.es/cima/pdfs/ft/1130892007/FT_1130892007.pdf
113892001,TIVICAY 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,dolutegravir,https://cima.aemps.es/cima/pdfs/ft/113892001/FT_113892001.pdf
10652002,TOBI PODHALER 28 mg POLVO PARA INHALACION (CAPSULA DURA),tobramicina,https://cima.aemps.es/cima/pdfs/ft/10652002/FT_10652002.pdf
63689,TOBI 300 mg/5 ml SOLUCION PARA INHALACION POR NEBULIZADOR,tobramicina,https://cima.aemps.es/cima/pdfs/ft/63689/FT_63689.pdf
64350,"TOBRABACT 3,0 mg/ml COLIRIO EN SOLUCION",tobramicina,https://cima.aemps.es/cima/pdfs/ft/64350/FT_64350.pdf
61575,TOBRADEX 1 MG/ML + 3 MG/ML COLIRIO EN SUSPENSIÓN,dexametasona + tobramicina,https://cima.aemps.es/cima/pdfs/ft/61575/FT_61575.pdf
65261,TOBRAMICINA NORMON 100 mg/2 ml SOLUCION INYECTABLE EFG,tobramicina,https://cima.aemps.es/cima/pdfs/ft/65261/FT_65261.pdf
65262,TOBRAMICINA NORMON 50 mg/2 ml SOLUCION INYECTABLE EFG,tobramicina,https://cima.aemps.es/cima/pdfs/ft/65262/FT_65262.pdf
57593,TOBREX UNGÜENTO OFTÁLMICO 3 MG/G POMADA OFTÁLMICA,tobramicina,https://cima.aemps.es/cima/pdfs/ft/57593/FT_57593.pdf
57594,TOBREX 3 MG/ML COLIRIO EN SOLUCIÓN,tobramicina,https://cima.aemps.es/cima/pdfs/ft/57594/FT_57594.pdf
66421,TOBREXAN 3 MG/ML COLIRIO EN SOLUCIÓN,tobramicina,https://cima.aemps.es/cima/pdfs/ft/66421/FT_66421.pdf
70843,TOCTINO 10 mg CAPSULAS BLANDAS,alitretinoína,https://cima.aemps.es/cima/pdfs/ft/70843/FT_70843.pdf
70844,TOCTINO 30 mg CAPSULAS BLANDAS,alitretinoína,https://cima.aemps.es/cima/pdfs/ft/70844/FT_70844.pdf
77250,TOLTERODINA NEO CINFA 4 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,tolterodina,https://cima.aemps.es/cima/pdfs/ft/77250/FT_77250.pdf
78266,TOLTERODINA NEO NORMON 4 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,tolterodina,https://cima.aemps.es/cima/pdfs/ft/78266/FT_78266.pdf
75933,TOLTERODINA NEO SANDOZ 4 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,tolterodina,https://cima.aemps.es/cima/pdfs/ft/75933/FT_75933.pdf
76601,TOLTERODINA NEO STADA 4 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG,tolterodina,https://cima.aemps.es/cima/pdfs/ft/76601/FT_76601.pdf
63957,TOPAMAX DISPERSABLE 15 mg CAPSULAS DURAS,topiramato,https://cima.aemps.es/cima/pdfs/ft/63957/FT_63957.pdf
63959,TOPAMAX DISPERSABLE 25 mg CAPSULAS DURAS,topiramato,https://cima.aemps.es/cima/pdfs/ft/63959/FT_63959.pdf
63960,TOPAMAX DISPERSABLE 50 mg CAPSULAS DURAS,topiramato,https://cima.aemps.es/cima/pdfs/ft/63960/FT_63960.pdf
61875,TOPAMAX 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,topiramato,https://cima.aemps.es/cima/pdfs/ft/61875/FT_61875.pdf
61876,TOPAMAX 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,topiramato,https://cima.aemps.es/cima/pdfs/ft/61876/FT_61876.pdf
61873,TOPAMAX 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,topiramato,https://cima.aemps.es/cima/pdfs/ft/61873/FT_61873.pdf
61874,TOPAMAX 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,topiramato,https://cima.aemps.es/cima/pdfs/ft/61874/FT_61874.pdf
69137,TOPIRAMATO CINFA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/69137/FT_69137.pdf
69138,TOPIRAMATO CINFA 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/69138/FT_69138.pdf
69135,TOPIRAMATO CINFA 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/69135/FT_69135.pdf
69136,TOPIRAMATO CINFA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/69136/FT_69136.pdf
70765,TOPIRAMATO NORMON 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/70765/FT_70765.pdf
70766,TOPIRAMATO NORMON 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/70766/FT_70766.pdf
70753,TOPIRAMATO NORMON 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/70753/FT_70753.pdf
70764,TOPIRAMATO NORMON 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/70764/FT_70764.pdf
69177,TOPIRAMATO SANDOZ 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/69177/FT_69177.pdf
69356,TOPIRAMATO SANDOZ 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/69356/FT_69356.pdf
69178,TOPIRAMATO SANDOZ 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/69178/FT_69178.pdf
69179,TOPIRAMATO SANDOZ 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/69179/FT_69179.pdf
68593,TOPIRAMATO STADA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/68593/FT_68593.pdf
68594,TOPIRAMATO STADA 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/68594/FT_68594.pdf
68591,TOPIRAMATO STADA 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/68591/FT_68591.pdf
68592,TOPIRAMATO STADA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/68592/FT_68592.pdf
70646,TOPIRAMATO TECNIGEN 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/70646/FT_70646.pdf
70647,TOPIRAMATO TECNIGEN 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/70647/FT_70647.pdf
70645,TOPIRAMATO TECNIGEN 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,topiramato,https://cima.aemps.es/cima/pdfs/ft/70645/FT_70645.pdf
10633002,TOPOTECAN HOSPIRA 4 MG/4 ML CONCENTRADO PARA SOLUCION PARA PERFUSION,topotecán,https://cima.aemps.es/cima/pdfs/ft/10633002/FT_10633002.pdf
66315,TORASEMIDA CINFA 10 mg COMPRIMIDOS EFG,torasemida,https://cima.aemps.es/cima/pdfs/ft/66315/FT_66315.pdf
66314,TORASEMIDA CINFA 5 mg COMPRIMIDOS EFG,torasemida,https://cima.aemps.es/cima/pdfs/ft/66314/FT_66314.pdf
67314,TORASEMIDA NORMON 10 mg COMPRIMIDOS EFG,torasemida,https://cima.aemps.es/cima/pdfs/ft/67314/FT_67314.pdf
67312,"TORASEMIDA NORMON 2,5 mg COMPRIMIDOS EFG",torasemida,https://cima.aemps.es/cima/pdfs/ft/67312/FT_67312.pdf
67313,TORASEMIDA NORMON 5 mg COMPRIMIDOS EFG,torasemida,https://cima.aemps.es/cima/pdfs/ft/67313/FT_67313.pdf
66332,TORASEMIDA SANDOZ 10 MG COMPRIMIDOS EFG,torasemida,https://cima.aemps.es/cima/pdfs/ft/66332/FT_66332.pdf
66331,TORASEMIDA SANDOZ 5 MG COMPRIMIDOS EFG,torasemida,https://cima.aemps.es/cima/pdfs/ft/66331/FT_66331.pdf
66335,TORASEMIDA STADA 10 mg COMPRIMIDOS EFG,torasemida,https://cima.aemps.es/cima/pdfs/ft/66335/FT_66335.pdf
66334,TORASEMIDA STADA 5 mg COMPRIMIDOS EFG,torasemida,https://cima.aemps.es/cima/pdfs/ft/66334/FT_66334.pdf
07424001,TORISEL 30 MG CONCENTRADO Y DISOLVENTE PARA SOLUCION PARA PERFUSION,temsirolimus,https://cima.aemps.es/cima/pdfs/ft/07424001/FT_07424001.pdf
79427,TOSSEVO 6 MG/ML JARABE EFG,levodropropizina,https://cima.aemps.es/cima/pdfs/ft/79427/FT_79427.pdf
112790003,Tovanor Breezhaler 44 microgramos polvo para inhalacion,glicopirronio,https://cima.aemps.es/cima/pdfs/ft/112790003/FT_112790003.pdf
07386003,TOVIAZ 4 mg COMPRIMIDOS DE LIBERACION PROLONGADA,fesoterodina,https://cima.aemps.es/cima/pdfs/ft/07386003/FT_07386003.pdf
07386008,TOVIAZ 8 mg COMPRIMIDOS DE LIBERACION PROLONGADA,fesoterodina,https://cima.aemps.es/cima/pdfs/ft/07386008/FT_07386008.pdf
57335,TRACRIUM 10 MG/ML SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN,atracurio besilato,https://cima.aemps.es/cima/pdfs/ft/57335/FT_57335.pdf
99124001,"TRACTOCILE 7,5 mg/ml, SOLUCION INYECTABLE",atosibán,https://cima.aemps.es/cima/pdfs/ft/99124001/FT_99124001.pdf
11707004,TRAJENTA 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,linagliptina,https://cima.aemps.es/cima/pdfs/ft/11707004/FT_11707004.pdf
86436,"TRALEUSIN 750 U ANTI-XA/0,6 ML SOLUCION INYECTABLE Y PARA PERFUSION",danaparoide sodio,https://cima.aemps.es/cima/pdfs/ft/86436/FT_86436.pdf
63440,TRAMADOL CINFA 50 mg CAPSULAS DURAS EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/63440/FT_63440.pdf
63734,TRAMADOL NORMON 100 MG/ 2 ML SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/63734/FT_63734.pdf
63910,TRAMADOL NORMON 50 MG CÁPSULAS DURAS EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/63910/FT_63910.pdf
76122,TRAMADOL RETARD NORMON 100 mg COMPRIMIDOS DE LIBERACION PROLONGADA EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/76122/FT_76122.pdf
76124,TRAMADOL RETARD NORMON 150 mg COMPRIMIDOS DE LIBERACION PROLONGADA EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/76124/FT_76124.pdf
76125,TRAMADOL RETARD NORMON 200 mg COMPRIMIDOS DE LIBERACION PROLONGADA EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/76125/FT_76125.pdf
77200,TRAMADOL RETARD STADA 100 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/77200/FT_77200.pdf
77198,TRAMADOL RETARD STADA 150 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/77198/FT_77198.pdf
77202,TRAMADOL RETARD STADA 200 MG COMPRIMIDOS DE LIBERACION PROLONGADA EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/77202/FT_77202.pdf
64215,TRAMADOL STADA 50 mg CAPSULAS DURAS EFG,tramadol,https://cima.aemps.es/cima/pdfs/ft/64215/FT_64215.pdf
75699,"TRAMADOL/PARACETAMOL ABAMED 37,5 mg/ 325 mg COMPRIMIDOS EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/75699/FT_75699.pdf
79210,"TRAMADOL/PARACETAMOL CINFA 37,5 MG/325 MG COMPRIMIDOS EFERVESCENTES EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/79210/FT_79210.pdf
74647,"TRAMADOL/PARACETAMOL CINFA 37,5 mg/325 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/74647/FT_74647.pdf
78174,TRAMADOL/PARACETAMOL CINFA 75 MG/650 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/78174/FT_78174.pdf
74340,"TRAMADOL/PARACETAMOL NORMON 37,5 mg/ 325 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/74340/FT_74340.pdf
84429,TRAMADOL/PARACETAMOL NORMON 75 MG/650 MG COMPRIMIDOS,tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/84429/FT_84429.pdf
74080,"TRAMADOL/PARACETAMOL SANDOZ 37,5 mg/325 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/74080/FT_74080.pdf
74896,"TRAMADOL/PARACETAMOL STADA 37,5 mg / 325 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/74896/FT_74896.pdf
79212,"TRAMADOL/PARACETAMOL STADA 37,5 MG/325 MG COMPRIMIDOS EFERVESCENTES EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/79212/FT_79212.pdf
75632,TRAMADOL/PARACETAMOL STADA 75 mg/650 mg COMPRIMIDOS,tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/75632/FT_75632.pdf
75903,"TRAMADOL/PARACETAMOL TECNIGEN 37,5 MG/325 MG COMPRIMIDOS EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/75903/FT_75903.pdf
81697,"TRAMADOL/PARACETAMOL UXA 37,5 MG/325 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/81697/FT_81697.pdf
74844,"TRAMADOL/PARACETAMOL VIATRIS 37,5 MG/325 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA EFG",tramadol + paracetamol,https://cima.aemps.es/cima/pdfs/ft/74844/FT_74844.pdf
61152,"TRANKIMAZIN RETARD 0,5 mg COMPRIMIDOS",alprazolam,https://cima.aemps.es/cima/pdfs/ft/61152/FT_61152.pdf
61151,TRANKIMAZIN RETARD 1 mg COMPRIMIDOS,alprazolam,https://cima.aemps.es/cima/pdfs/ft/61151/FT_61151.pdf
61153,TRANKIMAZIN RETARD 2 mg COMPRIMIDOS,alprazolam,https://cima.aemps.es/cima/pdfs/ft/61153/FT_61153.pdf
61154,TRANKIMAZIN RETARD 3 mg COMPRIMIDOS,alprazolam,https://cima.aemps.es/cima/pdfs/ft/61154/FT_61154.pdf
56027,"TRANKIMAZIN 0,25 mg COMPRIMIDOS",alprazolam,https://cima.aemps.es/cima/pdfs/ft/56027/FT_56027.pdf
56026,"TRANKIMAZIN 0,50 mg COMPRIMIDOS",alprazolam,https://cima.aemps.es/cima/pdfs/ft/56026/FT_56026.pdf
64079,"TRANKIMAZIN 0,75 mg/ml GOTAS ORALES EN SOLUCION",alprazolam,https://cima.aemps.es/cima/pdfs/ft/64079/FT_64079.pdf
56025,TRANKIMAZIN 1 mg COMPRIMIDOS,alprazolam,https://cima.aemps.es/cima/pdfs/ft/56025/FT_56025.pdf
58784,TRANKIMAZIN 2 mg COMPRIMIDOS,alprazolam,https://cima.aemps.es/cima/pdfs/ft/58784/FT_58784.pdf
64684,TRANSTEC 35 microgramos/H PARCHE TRANSDERMICO,buprenorfina,https://cima.aemps.es/cima/pdfs/ft/64684/FT_64684.pdf
64685,"TRANSTEC 52,5 microgramos/H PARCHE TRANSDERMICO",buprenorfina,https://cima.aemps.es/cima/pdfs/ft/64685/FT_64685.pdf
64686,TRANSTEC 70 microgramos/H PARCHE TRANSDERMICO,buprenorfina,https://cima.aemps.es/cima/pdfs/ft/64686/FT_64686.pdf
01199001,TRAVATAN 40 MICROGRAMOS/ML COLIRIO EN SOLUCION,travoprost,https://cima.aemps.es/cima/pdfs/ft/01199001/FT_01199001.pdf
79302,TRAVOPROST ABAMED 40 MICROGRAMOS/ML COLIRIO EN SOLUCION,travoprost,https://cima.aemps.es/cima/pdfs/ft/79302/FT_79302.pdf
79133,TRAVOPROST STADA 40 MICROGRAMOS/ML COLIRIO EN SOLUCION,travoprost,https://cima.aemps.es/cima/pdfs/ft/79133/FT_79133.pdf
82256,TRAVOPROST/TIMOLOL STADA 40 MICROGRAMOS/ML + 5 MG/ML COLIRIO EN SOLUCION,travoprost + timolol,https://cima.aemps.es/cima/pdfs/ft/82256/FT_82256.pdf
1181295001,TRAZIMERA 150 MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,trastuzumab,https://cima.aemps.es/cima/pdfs/ft/1181295001/FT_1181295001.pdf
1181295002,TRAZIMERA 420 MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,trastuzumab,https://cima.aemps.es/cima/pdfs/ft/1181295002/FT_1181295002.pdf
83568,TRAZODONA CINFA 100 MG COMPRIMIDOS EFG,trazodona,https://cima.aemps.es/cima/pdfs/ft/83568/FT_83568.pdf
78585,TRAZODONA NORMON 100 MG COMPRIMIDOS EFG,trazodona,https://cima.aemps.es/cima/pdfs/ft/78585/FT_78585.pdf
77556,TRAZODONA SANDOZ 100 MG COMPRIMIDOS EFG,trazodona,https://cima.aemps.es/cima/pdfs/ft/77556/FT_77556.pdf
83033,TRAZODONA STADA 100 MG COMPRIMIDOS EFG,trazodona,https://cima.aemps.es/cima/pdfs/ft/83033/FT_83033.pdf
117123602,TRELEGY ELLIPTA 92 MICROGRAMOS/55 MICROGRAMOS/22 MICROGRAMOS POLVO PARA INHALACION (UNIDOSIS),fluticasona + umeclidinio + vilanterol,https://cima.aemps.es/cima/pdfs/ft/117123602/FT_117123602.pdf
1171234001,TREMFYA 100 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA,guselkumab,https://cima.aemps.es/cima/pdfs/ft/1171234001/FT_1171234001.pdf
